Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Foxn1	ENSMUST00000108294.1	forkhead box N1 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
4930555G01Rik	ENSMUST00000112770.2	RIKEN cDNA 4930555G01 gene 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Fmo2	ENSMUST00000045902.7	flavin containing monooxygenase 2 	1591	1	0	1	0	2	mmu-miR-146a-3p	-0.07	-0.09	< 0.1
Gpr55	ENSMUST00000086975.5	G protein-coupled receptor 55 	7	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Kdf1	ENSMUST00000121797.1	keratinocyte differentiation factor 1 	148	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Gm4707	ENSMUST00000183937.1	predicted gene 4707 	10	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.15	< 0.1
Dpp8	ENSMUST00000034960.7	dipeptidylpeptidase 8 	4391	3	0	2	1	3	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Dapp1	ENSMUST00000029806.7	dual adaptor for phosphotyrosine and 3-phosphoinositides 1 	144	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Primpol	ENSMUST00000040468.9	primase and polymerase (DNA-directed) 	20	2	0	0	2	0	mmu-miR-146a-3p	-0.07	-0.11	< 0.1
Myl6	ENSMUST00000164181.1	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle 	12	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.15	< 0.1
Usp6nl	ENSMUST00000114937.2	USP6 N-terminal like 	666	2	1	1	0	2	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
St13	ENSMUST00000172107.2	suppression of tumorigenicity 13 	9715	2	0	1	1	1	mmu-miR-146a-3p	-0.07	-0.28	< 0.1
Runx1	ENSMUST00000023673.8	runt related transcription factor 1 	377	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.09	< 0.1
Vps26a	ENSMUST00000105447.4	vacuolar protein sorting 26 homolog A (yeast) 	842	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Cdkl1	ENSMUST00000021377.4	cyclin-dependent kinase-like 1 (CDC2-related kinase) 	345	2	1	0	1	0	mmu-miR-146a-3p	-0.07	-0.17	< 0.1
Tm4sf19	ENSMUST00000115149.2	transmembrane 4 L six family member 19 	10	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Rab39	ENSMUST00000068449.3	RAB39, member RAS oncogene family 	26	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Shprh	ENSMUST00000044053.7	SNF2 histone linker PHD RING helicase 	422	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.29	< 0.1
Pcdhb18	ENSMUST00000055949.2	protocadherin beta 18 	10	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Dck	ENSMUST00000031311.9	deoxycytidine kinase 	914	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Tex13	ENSMUST00000044179.7	testis expressed gene 13 	5	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Gucy2f	ENSMUST00000042530.3	guanylate cyclase 2f 	5	1	0	0	1	2	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Mcph1	ENSMUST00000039412.9	microcephaly, primary autosomal recessive 1 	280	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Ets1	ENSMUST00000184887.1	E26 avian leukemia oncogene 1, 5' domain 	870	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Parva	ENSMUST00000033030.8	parvin, alpha 	5521	2	1	1	0	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Lrrc2	ENSMUST00000035076.4	leucine rich repeat containing 2 	893	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Ccdc59	ENSMUST00000020049.8	coiled-coil domain containing 59 	1693	2	0	1	1	1	mmu-miR-146a-3p	-0.07	-0.24	< 0.1
Rufy3	ENSMUST00000031229.6	RUN and FYVE domain containing 3 	17	2	1	0	1	0	mmu-miR-146a-3p	-0.07	-0.21	< 0.1
Clec1a	ENSMUST00000037481.7	C-type lectin domain family 1, member a 	197	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.19	< 0.1
Chrna6	ENSMUST00000033882.8	cholinergic receptor, nicotinic, alpha polypeptide 6 	5	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Klf10	ENSMUST00000074043.5	Kruppel-like factor 10 	612	1	0	0	1	3	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Tspan7	ENSMUST00000115526.1	tetraspanin 7 	3307	2	0	2	0	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Gcom1	ENSMUST00000166843.2	GRINL1A complex locus 	4862	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Asap1	ENSMUST00000177371.2	ArfGAP with SH3 domain, ankyrin repeat and PH domain1 	367	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Lsm12	ENSMUST00000107156.3	LSM12 homolog (S. cerevisiae) 	3995	2	0	2	0	0	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Mut	ENSMUST00000169611.2	methylmalonyl-Coenzyme A mutase 	629	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Yipf3	ENSMUST00000095263.4	Yip1 domain family, member 3 	2097	2	0	2	0	1	mmu-miR-146a-3p	-0.07	-0.18	< 0.1
Fam189a1	ENSMUST00000119118.2	family with sequence similarity 189, member A1 	11	4	0	3	1	2	mmu-miR-146a-3p	-0.07	-0.18	< 0.1
Rpgrip1l	ENSMUST00000047783.8	Rpgrip1-like 	70	2	0	0	2	1	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Dtymk	ENSMUST00000027503.8	deoxythymidylate kinase 	244	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.26	< 0.1
Zfx	ENSMUST00000088102.6	zinc finger protein X-linked 	631	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Cdon	ENSMUST00000119129.3	cell adhesion molecule-related/down-regulated by oncogenes 	344	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Zfp109	ENSMUST00000037448.6	zinc finger protein 109 	61	3	0	3	0	3	mmu-miR-146a-3p	-0.07	-0.14	< 0.1
Ptcd2	ENSMUST00000022153.6	pentatricopeptide repeat domain 2 	59	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Prokr1	ENSMUST00000050887.7	prokineticin receptor 1 	9	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Scd4	ENSMUST00000058856.8	stearoyl-coenzyme A desaturase 4 	8	2	0	1	1	0	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Tcf7l2	ENSMUST00000111656.2	transcription factor 7 like 2, T cell specific, HMG box 	1051	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Dab2ip	ENSMUST00000112987.2	disabled 2 interacting protein 	31	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Atp8b1	ENSMUST00000025482.8	ATPase, class I, type 8B, member 1 	199	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Fgf1	ENSMUST00000117566.2	fibroblast growth factor 1 	617	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Crispld2	ENSMUST00000132583.2	cysteine-rich secretory protein LCCL domain containing 2 	2556	2	0	2	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Jmy	ENSMUST00000065537.7	junction-mediating and regulatory protein 	482	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.14	< 0.1
Tatdn3	ENSMUST00000085633.6	TatD DNase domain containing 3 	111	1	0	0	1	2	mmu-miR-146a-3p	-0.07	-0.24	< 0.1
Pard6g	ENSMUST00000070219.7	par-6 family cell polarity regulator gamma 	373	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Ago2	ENSMUST00000044113.10	argonaute RISC catalytic subunit 2 	1138	2	0	2	0	1	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Gab2	ENSMUST00000004622.5	growth factor receptor bound protein 2-associated protein 2 	213	1	0	1	0	2	mmu-miR-146a-3p	-0.07	-0.14	< 0.1
Ccrl2	ENSMUST00000111888.1	chemokine (C-C motif) receptor-like 2 	156	2	1	0	1	0	mmu-miR-146a-3p	-0.07	-0.37	< 0.1
1700028P14Rik	ENSMUST00000035849.3	RIKEN cDNA 1700028P14 gene 	18	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.13	< 0.1
Parm1	ENSMUST00000040576.9	prostate androgen-regulated mucin-like protein 1 	1145	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.09	< 0.1
Nudt4	ENSMUST00000020217.5	nudix (nucleoside diphosphate linked moiety X)-type motif 4 	3213	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Myo9a	ENSMUST00000136740.2	myosin IXa 	666	2	1	0	1	1	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Tbl2	ENSMUST00000153183.2	transducin (beta)-like 2 	1128	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Smoc1	ENSMUST00000110347.3	SPARC related  modular calcium binding 1 	220	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.11	< 0.1
Ppat	ENSMUST00000140076.1	phosphoribosyl pyrophosphate amidotransferase 	2956	2	1	1	0	0	mmu-miR-146a-3p	-0.07	-0.25	< 0.1
Fzd4	ENSMUST00000058755.3	frizzled homolog 4 (Drosophila) 	1499	2	0	1	1	2	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Nhsl2	ENSMUST00000101339.5	NHS-like 2 	124	3	0	2	1	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Osbpl3	ENSMUST00000114468.3	oxysterol binding protein-like 3 	624	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.12	< 0.1
Tmem127	ENSMUST00000035871.9	transmembrane protein 127 	656	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Pla2g2e	ENSMUST00000030531.8	phospholipase A2, group IIE 	22	2	1	1	0	0	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
1810041L15Rik	ENSMUST00000080751.3	RIKEN cDNA 1810041L15 gene 	25	1	0	1	0	3	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Chmp1a	ENSMUST00000000759.8	charged multivesicular body protein 1A 	653	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Sp7	ENSMUST00000078508.5	Sp7 transcription factor 7 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Slc7a14	ENSMUST00000091259.3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14 	5	2	1	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Rcor3	ENSMUST00000110849.4	REST corepressor 3 	499	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Serinc5	ENSMUST00000049488.7	serine incorporator 5 	20	1	1	0	0	3	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Cd226	ENSMUST00000037142.6	CD226 antigen 	44	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Mfsd7b	ENSMUST00000085635.4	major facilitator superfamily domain containing 7B 	550	1	0	1	0	4	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Atl3	ENSMUST00000170373.2	atlastin GTPase 3 	6920	2	0	1	1	0	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Twistnb	ENSMUST00000020877.7	TWIST neighbor 	349	2	0	1	1	1	mmu-miR-146a-3p	-0.06	-0.14	< 0.1
Alkbh3	ENSMUST00000111240.2	alkB, alkylation repair homolog 3 (E. coli) 	1023	2	0	1	1	1	mmu-miR-146a-3p	-0.06	-0.26	< 0.1
Cdc27	ENSMUST00000093923.3	cell division cycle 27 	1040	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Zfp148	ENSMUST00000165418.2	zinc finger protein 148 	580	2	0	1	1	1	mmu-miR-146a-3p	-0.06	-0.15	< 0.1
Sh3glb1	ENSMUST00000163279.1	SH3-domain GRB2-like B1 (endophilin) 	6534	3	0	1	2	3	mmu-miR-146a-3p	-0.06	-0.42	< 0.1
AU021092	ENSMUST00000050160.4	expressed sequence AU021092 	119	1	0	0	1	2	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Lrrc66	ENSMUST00000087177.2	leucine rich repeat containing 66 	9	1	1	0	0	3	mmu-miR-146a-3p	-0.06	-0.15	< 0.1
Sarnp	ENSMUST00000105230.2	SAP domain containing ribonucleoprotein 	13	1	0	0	1	2	mmu-miR-146a-3p	-0.06	-0.14	< 0.1
Cdc42se1	ENSMUST00000053872.6	CDC42 small effector 1 	1533	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.11	< 0.1
Gna13	ENSMUST00000020930.8	guanine nucleotide binding protein, alpha 13 	1286	1	1	0	0	1	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Stxbp4	ENSMUST00000143203.2	syntaxin binding protein 4 	611	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Det1	ENSMUST00000032839.7	de-etiolated homolog 1 (Arabidopsis) 	230	2	1	1	0	0	mmu-miR-146a-3p	-0.06	-0.13	< 0.1
Tulp4	ENSMUST00000149756.2	tubby like protein 4 	5	2	1	0	1	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Ccdc103	ENSMUST00000021307.4	coiled-coil domain containing 103 	56	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.11	< 0.1
Nvl	ENSMUST00000027797.7	nuclear VCP-like 	537	2	0	2	0	2	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Alkbh1	ENSMUST00000162961.2	alkB, alkylation repair homolog 1 (E. coli) 	213	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Zfp106	ENSMUST00000055241.7	zinc finger protein 106 	313	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Cntn5	ENSMUST00000162484.2	contactin 5 	27	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Prr14l	ENSMUST00000120129.3	proline rich 14-like 	620	2	0	1	1	2	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Sorbs2	ENSMUST00000171337.3	sorbin and SH3 domain containing 2 	2492	2	1	0	1	0	mmu-miR-146a-3p	-0.06	-0.17	< 0.1
A330021E22Rik	ENSMUST00000054865.7	RIKEN cDNA A330021E22 gene 	97	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.15	< 0.1
Sh3rf3	ENSMUST00000153031.1	SH3 domain containing ring finger 3 	101	2	0	1	1	0	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Ctnna3	ENSMUST00000105440.2	catenin (cadherin associated protein), alpha 3 	168	2	0	1	1	3	mmu-miR-146a-3p	-0.06	-0.14	< 0.1
Popdc3	ENSMUST00000161803.1	popeye domain containing 3 	373	2	0	1	1	1	mmu-miR-146a-3p	-0.06	-0.13	< 0.1
Zcchc14	ENSMUST00000046386.4	zinc finger, CCHC domain containing 14 	162	1	1	0	0	0	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
L3mbtl3	ENSMUST00000105519.4	l(3)mbt-like 3 (Drosophila) 	325	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Dsn1	ENSMUST00000103129.3	DSN1, MIND kinetochore complex component, homolog (S. cerevisiae) 	194	1	0	1	0	1	mmu-miR-146a-3p	-0.06	-0.14	< 0.1
Gna15	ENSMUST00000043709.7	guanine nucleotide binding protein, alpha 15 	7	2	0	0	2	0	mmu-miR-146a-3p	-0.06	-0.26	< 0.1
Pogk	ENSMUST00000131487.2	pogo transposable element with KRAB domain 	370	2	0	2	0	2	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Mrpl57	ENSMUST00000022538.3	mitochondrial ribosomal protein L53 	464	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.19	< 0.1
Rgs17	ENSMUST00000131996.2	regulator of G-protein signaling 17 	38	1	0	0	1	2	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Etaa1	ENSMUST00000076661.6	Ewing tumor-associated antigen 1 	213	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Adam28	ENSMUST00000111072.2	a disintegrin and metallopeptidase domain 28 	22	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Pitx1	ENSMUST00000021968.6	paired-like homeodomain transcription factor 1 	7	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Enpp4	ENSMUST00000024757.8	ectonucleotide pyrophosphatase/phosphodiesterase 4 	257	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Ncoa4	ENSMUST00000163336.2	nuclear receptor coactivator 4 	165	1	1	0	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Gm6676	ENSMUST00000166493.2	predicted gene 6676 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Gm16434	ENSMUST00000100888.4	predicted gene 16434 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Zfp26	ENSMUST00000159569.2	zinc finger protein 26 	787	1	0	0	1	2	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Hs3st3b1	ENSMUST00000094103.3	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	907	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Btnl9	ENSMUST00000046522.7	butyrophilin-like 9 	215	2	2	0	0	1	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Acp2	ENSMUST00000002172.8	acid phosphatase 2, lysosomal 	1172	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Unc13a	ENSMUST00000030170.9	unc-13 homolog A (C. elegans) 	10	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Plekho2	ENSMUST00000068944.7	pleckstrin homology domain containing, family O member 2 	49	3	0	1	2	1	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Bnc2	ENSMUST00000176612.2	basonuclin 2 	291	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Rnf170	ENSMUST00000014022.9	ring finger protein 170 	12	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.16	< 0.1
Acnat2	ENSMUST00000081541.3	acyl-coenzyme A amino acid N-acyltransferase 2 	356	1	0	0	1	3	mmu-miR-146a-3p	-0.06	-0.14	< 0.1
Fli1	ENSMUST00000016231.8	Friend leukemia integration 1 	141	2	0	2	0	2	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Tnks	ENSMUST00000033929.4	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 	1143	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Slc38a7	ENSMUST00000040481.3	solute carrier family 38, member 7 	52	2	0	1	1	1	mmu-miR-146a-3p	-0.06	-0.17	< 0.1
Zfp870	ENSMUST00000178401.1	zinc finger protein 870 	21	2	1	1	0	2	mmu-miR-146a-3p	-0.06	-0.11	< 0.1
Slc11a2	ENSMUST00000138843.2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 	799	2	0	0	2	1	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Zfp457	ENSMUST00000049705.7	zinc finger protein 457 	136	1	0	1	0	1	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Npbwr1	ENSMUST00000044180.4	neuropeptides B/W receptor 1 	6	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Mapk4	ENSMUST00000159162.1	mitogen-activated protein kinase 4 	13	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Prdm15	ENSMUST00000095849.4	PR domain containing 15 	272	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
BC018242	ENSMUST00000190387.1	cDNA sequence BC018242 	93	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Tet3	ENSMUST00000089622.5	tet methylcytosine dioxygenase 3 	1592	1	0	0	1	2	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Fbxo41	ENSMUST00000159062.2	F-box protein 41 	5	2	0	0	2	4	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Bmp7	ENSMUST00000009143.7	bone morphogenetic protein 7 	68	2	0	1	1	0	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Aven	ENSMUST00000099588.3	apoptosis, caspase activation inhibitor 	1522	2	0	0	2	2	mmu-miR-146a-3p	-0.06	-0.16	< 0.1
Trappc12	ENSMUST00000020954.9	trafficking protein particle complex 12 	387	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.30	< 0.1
Larp4b	ENSMUST00000091829.3	La ribonucleoprotein domain family, member 4B 	1657	3	0	0	3	1	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Nkain3	ENSMUST00000119374.2	Na+/K+ transporting ATPase interacting 3 	5	3	1	0	2	3	mmu-miR-146a-3p	-0.06	-0.44	< 0.1
2410131K14Rik	ENSMUST00000049138.7	RIKEN cDNA 2410131K14 gene 	430	3	0	1	2	4	mmu-miR-146a-3p	-0.06	-0.25	< 0.1
Sbds	ENSMUST00000026387.5	Shwachman-Bodian-Diamond syndrome homolog (human) 	292	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Cecr2	ENSMUST00000112686.2	cat eye syndrome chromosome region, candidate 2 	350	1	0	1	0	1	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Rel	ENSMUST00000102864.3	reticuloendotheliosis oncogene 	73	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Col4a3bp	ENSMUST00000077672.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	198	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.17	< 0.1
Slc9a8	ENSMUST00000047815.7	solute carrier family 9 (sodium/hydrogen exchanger), member 8 	247	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Adrb3	ENSMUST00000081438.4	adrenergic receptor, beta 3 	166	2	0	1	1	1	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Kcnj13	ENSMUST00000113212.3	potassium inwardly-rectifying channel, subfamily J, member 13 	67	2	0	2	0	1	mmu-miR-146a-3p	-0.06	-0.16	< 0.1
Fam167b	ENSMUST00000052835.8	family with sequence similarity 167, member B 	40	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.21	< 0.1
Efcab2	ENSMUST00000027775.7	EF-hand calcium binding domain 2 	685	3	0	1	2	6	mmu-miR-146a-3p	-0.06	-0.66	< 0.1
Cwc27	ENSMUST00000022228.7	CWC27 spliceosome-associated protein homolog (S. cerevisiae) 	145	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.20	< 0.1
Elavl2	ENSMUST00000107110.2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B) 	71	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Mkrn2	ENSMUST00000000449.7	makorin, ring finger protein, 2 	561	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.17	< 0.1
Inpp4b	ENSMUST00000172031.2	inositol polyphosphate-4-phosphatase, type II 	281	2	1	1	0	1	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Bmp10	ENSMUST00000032125.5	bone morphogenetic protein 10 	41	1	1	0	0	0	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Rbm28	ENSMUST00000007993.10	RNA binding motif protein 28 	1986	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.18	< 0.1
Csf2ra	ENSMUST00000076046.6	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) 	22	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Arid1b	ENSMUST00000115797.3	AT rich interactive domain 1B (SWI-like) 	424	1	1	0	0	0	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Dennd2c	ENSMUST00000173206.2	DENN/MADD domain containing 2C 	49	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Gm9602	ENSMUST00000163325.2	predicted gene 9602 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Krt23	ENSMUST00000006969.7	keratin 23 	68	1	0	0	1	2	mmu-miR-146a-3p	-0.06	-0.21	< 0.1
Cnppd1	ENSMUST00000168720.2	cyclin Pas1/PHO80 domain containing 1 	1050	1	0	1	0	1	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Vav3	ENSMUST00000046864.8	vav 3 oncogene 	265	1	0	1	0	2	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Kcnk1	ENSMUST00000046765.8	potassium channel, subfamily K, member 1 	3706	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Rbfox2	ENSMUST00000171751.2	RNA binding protein, fox-1 homolog (C. elegans) 2 	788	3	0	1	2	1	mmu-miR-146a-3p	-0.06	-0.09	< 0.1
Gm8356	ENSMUST00000163636.2	predicted gene 8356 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Slc26a9	ENSMUST00000049027.4	solute carrier family 26, member 9 	238	2	0	0	2	1	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
Vps13c	ENSMUST00000077879.5	vacuolar protein sorting 13C (yeast) 	688	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Epha7	ENSMUST00000029964.6	Eph receptor A7 	41	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Larp4	ENSMUST00000057632.9	La ribonucleoprotein domain family, member 4 	11	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.07	< 0.1
Lrrc9	ENSMUST00000162159.2	leucine rich repeat containing 9 	14	2	0	0	2	1	mmu-miR-146a-3p	-0.06	-0.15	< 0.1
Gas2	ENSMUST00000107591.3	growth arrest specific 2 	2002	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.17	< 0.1
Sardh	ENSMUST00000102886.4	sarcosine dehydrogenase 	1762	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.08	< 0.1
Tpd52l2	ENSMUST00000149163.2	tumor protein D52-like 2 	2897	1	0	0	1	1	mmu-miR-146a-3p	-0.06	-0.13	< 0.1
Cd59a	ENSMUST00000040423.6	CD59a antigen 	72	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Hsd17b11	ENSMUST00000031251.10	hydroxysteroid (17-beta) dehydrogenase 11 	5290	1	0	1	0	0	mmu-miR-146a-3p	-0.06	-0.06	< 0.1
Mtrf1l	ENSMUST00000019908.8	mitochondrial translational release factor 1-like 	84	1	0	0	1	0	mmu-miR-146a-3p	-0.06	-0.10	< 0.1
